source_pdf_url,saved_path,status
https://www.hiroshima-u.ac.jp/system/files/276734/02_26bungakubu_gengogaku_ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/02_26bungakubu_gengogaku_ks_r8.pdf,ok:335KB
https://www.hiroshima-u.ac.jp/system/files/276735/03_03kyoikugakubu_rika-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/03_03kyoikugakubu_rika-ks_r8.pdf,ok:354KB
https://www.hiroshima-u.ac.jp/system/files/276736/03_09kyoikugakubu_nihongo-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/03_09kyoikugakubu_nihongo-ks_r8.pdf,ok:411KB
https://www.hiroshima-u.ac.jp/system/files/276737/03_10kyoikugakubu_tabunka_1-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/03_10kyoikugakubu_tabunka_1-ks_r8.pdf,ok:281KB
https://www.hiroshima-u.ac.jp/system/files/276738/03_15kyoikugakubu_kyoiku-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/03_15kyoikugakubu_kyoiku-ks_r8.pdf,ok:195KB
https://www.hiroshima-u.ac.jp/system/files/276739/04_01hougakubu-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/04_01hougakubu-ks_r8.pdf,ok:565KB
https://www.hiroshima-u.ac.jp/system/files/276984/06_rigakubu_suugaku-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/06_rigakubu_suugaku-ks_r8.pdf,ok:259KB
https://www.hiroshima-u.ac.jp/system/files/276985/07_01igakubu_igakka-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/07_01igakubu_igakka-ks_r8.pdf,ok:1154KB
https://www.hiroshima-u.ac.jp/system/files/276742/07_02igakubu_hoken-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/07_02igakubu_hoken-ks_r8.pdf,ok:262KB
https://www.hiroshima-u.ac.jp/system/files/276743/08_01shigakubu_shigaku-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/08_01shigakubu_shigaku-ks_r8.pdf,ok:458KB
https://www.hiroshima-u.ac.jp/system/files/276744/08_02shigakubu_koukuu-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/08_02shigakubu_koukuu-ks_r8.pdf,ok:247KB
https://www.hiroshima-u.ac.jp/system/files/276745/10_02kougakubu_2-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/10_02kougakubu_2-ks_r8.pdf,ok:219KB
https://www.hiroshima-u.ac.jp/system/files/276746/10_04kougakubu_4-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/10_04kougakubu_4-ks_r8.pdf,ok:212KB
https://www.hiroshima-u.ac.jp/system/files/276747/11_1seibutuseisangakubu-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/11_1seibutuseisangakubu-ks_r8.pdf,ok:691KB
https://www.hiroshima-u.ac.jp/system/files/276748/12_1jyohoukagakubu2-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/12_1jyohoukagakubu2-ks_r8.pdf,ok:533KB
https://www.hiroshima-u.ac.jp/system/files/276749/03_10kyoikugakubu_tabunka_IB-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/03_10kyoikugakubu_tabunka_IB-ks_r8.pdf,ok:481KB
https://www.hiroshima-u.ac.jp/system/files/276750/10_02_kougakubu_2-IB-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/10_02_kougakubu_2-IB-ks_r8.pdf,ok:222KB
https://www.hiroshima-u.ac.jp/system/files/276751/10_03kougakubu_3-IBks_r8.pdf,downloads/www.hiroshima-u.ac.jp/10_03kougakubu_3-IBks_r8.pdf,ok:364KB
https://www.hiroshima-u.ac.jp/system/files/276752/11_3seibutuseisangakubu-IB-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/11_3seibutuseisangakubu-IB-ks_r8.pdf,ok:693KB
https://www.hiroshima-u.ac.jp/system/files/276753/12_2jyohoukagakubu-IB-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/12_2jyohoukagakubu-IB-ks_r8.pdf,ok:535KB
https://www.hiroshima-u.ac.jp/system/files/276754/04_02hougakubu-s-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/04_02hougakubu-s-ks_r8.pdf,ok:564KB
https://www.hiroshima-u.ac.jp/system/files/276755/05_02keizaigakubu-s-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/05_02keizaigakubu-s-ks_r8.pdf,ok:213KB
https://www.hiroshima-u.ac.jp/system/files/276756/01_02sougoukagakubu_p-ks_r8.pdf,downloads/www.hiroshima-u.ac.jp/01_02sougoukagakubu_p-ks_r8.pdf,ok:219KB
